,Date,Close,Smoothed_Close,Label,Past_1_Days_Close,Past_2_Days_Close,Past_3_Days_Close,Past_4_Days_Close,Past_5_Days_Close,Past_6_Days_Close,Past_7_Days_Close,Past_8_Days_Close,Past_9_Days_Close,Past_10_Days_Close,Past_11_Days_Close,Past_12_Days_Close,Past_13_Days_Close,Past_14_Days_Close,Past_15_Days_Close
4809,2019-02-26,9.467935562133789,9.37652708462976,1,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465,9.560548782348633,9.5997314453125,9.279146194458008,9.161598205566406,8.848139762878418,8.951438903808594,8.937191009521484,9.079672813415527,9.28983211517334
4810,2019-02-27,9.646039962768555,9.40347837244364,1,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465,9.560548782348633,9.5997314453125,9.279146194458008,9.161598205566406,8.848139762878418,8.951438903808594,8.937191009521484,9.079672813415527
4811,2019-02-28,9.63891315460205,9.427021850659482,1,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465,9.560548782348633,9.5997314453125,9.279146194458008,9.161598205566406,8.848139762878418,8.951438903808594,8.937191009521484
4812,2019-03-01,9.51068115234375,9.43538778082791,1,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465,9.560548782348633,9.5997314453125,9.279146194458008,9.161598205566406,8.848139762878418,8.951438903808594
4813,2019-03-06,9.532050132751465,9.445054016020265,1,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465,9.560548782348633,9.5997314453125,9.279146194458008,9.161598205566406,8.848139762878418
4814,2019-03-07,9.535614967346191,9.454110111152858,1,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465,9.560548782348633,9.5997314453125,9.279146194458008,9.161598205566406
4815,2019-03-08,9.499994277954102,9.458698527832983,1,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465,9.560548782348633,9.5997314453125,9.279146194458008
4816,2019-03-11,9.884696006774902,9.501298275727175,1,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465,9.560548782348633,9.5997314453125
4817,2019-03-12,9.795645713806152,9.530733019535074,1,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465,9.560548782348633
4818,2019-03-13,10.009367942810059,9.578596511862573,1,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875,9.532050132751465
4819,2019-03-14,10.041424751281738,9.624879335804488,1,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812,9.752899169921875
4820,2019-03-15,10.062798500061035,9.668671252230144,1,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746,9.631790161132812
4821,2019-03-18,10.237338066101074,9.725537933617236,1,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809,9.760024070739746
4822,2019-03-19,10.401193618774414,9.793103502132954,1,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375,9.663847923278809
4823,2019-03-20,10.319268226623535,9.845719974582012,1,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789,9.51068115234375
4824,2019-03-21,10.173221588134766,9.878470135937288,1,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555,9.467935562133789
4825,2019-03-22,9.617542266845703,9.85237734902813,-1,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205,9.646039962768555
4826,2019-03-25,9.738652229309082,9.841004837056225,-1,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375,9.63891315460205
4827,2019-03-26,10.19815731048584,9.876720084399187,-1,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465,9.51068115234375
4828,2019-03-27,9.738652229309082,9.862913298890176,-1,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191,9.532050132751465
4829,2019-03-28,9.99512004852295,9.876133973853454,-1,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102,9.535614967346191
4830,2019-03-29,9.99512004852295,9.888032581320404,-1,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902,9.499994277954102
4831,2019-04-01,9.973749160766602,9.896604239265024,1,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152,9.884696006774902
4832,2019-04-02,10.077047348022461,9.914648550140768,1,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059,9.795645713806152
4833,2019-04-03,9.809892654418945,9.904172960568587,-1,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738,10.009367942810059
4834,2019-04-04,10.141162872314453,9.927871951743175,-1,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035,10.041424751281738
4835,2019-04-05,10.251587867736816,9.96024354334254,-1,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074,10.062798500061035
4836,2019-04-08,10.4190034866333,10.006119537671616,1,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414,10.237338066101074
4837,2019-04-09,10.386945724487305,10.044202156353185,1,10.4190034866333,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535,10.401193618774414
4838,2019-04-10,10.251587867736816,10.064940727491548,1,10.386945724487305,10.4190034866333,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766,10.319268226623535
4839,2019-04-11,9.973749160766602,10.055821570819054,-1,10.251587867736816,10.386945724487305,10.4190034866333,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703,10.173221588134766
4840,2019-04-12,9.20078182220459,9.970317595957608,-1,9.973749160766602,10.251587867736816,10.386945724487305,10.4190034866333,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082,9.617542266845703
4841,2019-04-15,9.23640251159668,9.896926087521516,-1,9.20078182220459,9.973749160766602,10.251587867736816,10.386945724487305,10.4190034866333,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584,9.738652229309082
4842,2019-04-16,9.517805099487305,9.859013988718095,-1,9.23640251159668,9.20078182220459,9.973749160766602,10.251587867736816,10.386945724487305,10.4190034866333,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082,10.19815731048584
4843,2019-04-17,9.528491020202637,9.82596169186655,-1,9.517805099487305,9.23640251159668,9.20078182220459,9.973749160766602,10.251587867736816,10.386945724487305,10.4190034866333,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295,9.738652229309082
4844,2019-04-18,9.831265449523926,9.826492067632287,-1,9.528491020202637,9.517805099487305,9.23640251159668,9.20078182220459,9.973749160766602,10.251587867736816,10.386945724487305,10.4190034866333,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295,9.99512004852295
4845,2019-04-22,9.774271965026855,9.821270057371743,-1,9.831265449523926,9.528491020202637,9.517805099487305,9.23640251159668,9.20078182220459,9.973749160766602,10.251587867736816,10.386945724487305,10.4190034866333,10.251587867736816,10.141162872314453,9.809892654418945,10.077047348022461,9.973749160766602,9.99512004852295
